addresses_roadtype_name,addresses_end_street_number,values_attribute_name,addresses_road_name,values_category,addresses_zip_code,values_value,addresses_town,geo_epgs_4326_y,geo_epgs_4326_x,addresses_district_name,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,11,E-mail,Carrer de Biada,Informació d'interès,8012,contact@bcn.ied.es,Barcelona,2.154980971740315,41.40542058928409,Gràcia,429369.52869164,11,﻿2114173213,,True,6,,,31,206,Escola Superior de Disseny IED Barcelona,358106,2002-04-24T00:00:00,4584108.671446591,,2021-12-30T10:15:36.096936,,34871,la Vila de Gràcia,True,100002
,,E-mail,Carrer de la Canuda,Informació d'interès,8002,info@ateneubcn.org,Barcelona,2.171664567764501,41.38468020491708,Ciutat Vella,430742.01721494226,6,﻿92086000762,,True,1,,,2,207,Ateneu Barcelonès,61402,1987-05-19T00:00:00,4581792.633763604,,2023-03-09T15:22:46.709870,,39997,el Barri Gòtic,True,100002
,40,E-mail,Carrer de Flassaders,Informació d'interès,8003,fundacio@fundaciojoanbrossa.cat,Barcelona,2.1823673277242177,41.385220679624325,Ciutat Vella,431637.46,40,﻿14143802,,True,1,,,4,208,Fundació Joan Brossa,126701,2000-01-14T00:00:00,4581844.138,,2023-04-04T14:38:16.913490,,33228,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,E-mail,Pg Joan Borbó C Barcelona,Informació d'interès,8039,cnb@cnb.es,BARCELONA,2.187849724478972,41.37127323270199,Ciutat Vella,432081.3394979735,93,﻿92086001699,,True,1,,,3,209,Club Natació Barcelona,224904,1984-05-30T00:00:00,4580291.406689088,,2022-09-20T14:32:09.648781,,39611,la Barceloneta,True,100002
,,Web,C Menorca,Informació d'interès,8020,https://link.bcn.cat/cPdSM,BARCELONA,2.198051769477209,41.41989650584672,Sant Martí,432984.48964060727,64,﻿92086029922,,True,10,,,72,210,Parc de Sant Martí,208205,1989-04-12T00:00:00,4585681.547286327,,2023-02-16T09:52:29.946277,,75015,Sant Martí de Provençals,True,100003
,31,,Carrer de la Llacuna,,8005,,Barcelona,2.200783316686378,41.399139584728125,Sant Martí,433191.493,31,﻿99400702077,,True,10,,,68,211,L'Hort del Cànem,183603,2022-12-02T10:44:01.134952,4583375.029,,2022-12-02T12:51:57.618461,,,el Poblenou,,
,,E-mail,Pg Marítim Barceloneta,Informació d'interès,8003,hospitaldelmar@parcdesalutmar.cat,BARCELONA,2.1946836219941206,41.38343360981441,Ciutat Vella,432665.3945483664,25,﻿92086001755,,True,1,,,3,212,Hospital del Mar,197903,1989-08-10T00:00:00,4581636.097679799,,2023-02-23T13:36:47.181845,,39655,la Barceloneta,True,100002
,,E-mail,C Josep Anselm Clavé,Informació d'interès,8002,info@portvellbcn.com,BARCELONA,2.1782341227997044,41.37792481602984,Ciutat Vella,431284.1980984574,27,﻿92086030198,,True,1,,,2,214,Gerència Urbanística Port Vell de l'Autoritat Portuària de Barcelona,169307,1989-05-17T00:00:00,4581037.432245046,,2023-03-09T15:06:05.378935,,42033,el Barri Gòtic,True,100002
,104,Web,Passeig Marítim de la Mar Bella,Informació d'interès,8005,http://barcelona.cat/ca/que-pots-fer-a-bcn/banys-i-platges/platja-de-la-mar-bella,Barcelona,2.2123276980931683,41.39857924467329,Sant Martí,434155.9587308335,104,﻿92086030400,,True,10,,,69,215,Platja de la Mar Bella,700768,1989-06-30T00:00:00,4583303.982699825,,2022-08-02T08:51:46.230704,,74957,Diagonal Mar i el Front Marítim del Poblenou,True,100003
,,E-mail,C Tàpies,Informació d'interès,8001,impulsem@impulsem.org,BARCELONA,2.171051240900224,41.376680258915165,Ciutat Vella,430682.2409789435,6,﻿99400142394,,True,1,,,1,216,"Cooperativa Impulsem, SCCL",330300,2005-09-22T13:33:49,4580904.983415029,,2023-02-23T14:15:57.020615,,50811,el Raval,True,100002
,,E-mail,Carrer de Mejía Lequerica,Informació d'interès,8028,info@fundaciosunol.org,Barcelona,2.1264102113379084,41.38265181042152,Les Corts,426955.94706117315,14,﻿99400178706,,True,4,,,20,217,Fundació Suñol,207202,2007-02-28T14:12:18,4581604.59980183,,2023-03-24T14:19:16.452037,,52217,la Maternitat i Sant Ramon,True,100002
,,E-mail,Camí Polvorí,Informació d'interès,8038,info@teatrodelossentidos.com,BARCELONA,2.1432333432874633,41.36425978367883,Sants-Montjuïc,428342.4220201369,1,﻿99400158938,,True,3,,,13,218,Teatro de los Sentidos,261478,2006-05-12T13:42:20,4579548.705169165,,2021-07-21T10:55:29.069131,,51697,la Marina de Port,True,100002
,,,Pg Sant Joan,,8037,,BARCELONA,2.1663348303868433,41.402220848593636,Gràcia,430315.1249607541,152,﻿95128120700,,True,6,,,32,219,Font Hércules,305100,1995-05-08T00:00:00,4583744.244636025,,2023-01-20T14:10:54.408480,,,el Camp d'en Grassot i Gràcia Nova,,
,,E-mail,C Sant Camil,Informació d'interès,8023,a8002198@xtec.cat,BARCELONA,2.1466809685807626,41.4138319736047,Gràcia,428684.97052200785,31,﻿92168165472,,True,6,,,28,220,Escola la Farigola de Vallcarca,297908,1985-05-10T00:00:00,4585049.295570593,,2022-09-17T04:54:12.027676,,43206,Vallcarca i els Penitents,True,100002
,,,Clot,,8027,,BARCELONA,2.1919480476112105,41.41650054695728,Sant Andreu,432470.90470212896,228,﻿95166101521,,True,9,,,61,221,Torre del Fang,81603,1995-06-15T00:00:00,4585309.272813094,,2022-09-17T05:15:51.576514,,,la Sagrera,,
,,E-mail,Moll Espanya,Informació d'interès,8039,info@aquariumbcn.com,BARCELONA,2.1843840154597025,41.376805369060136,Ciutat Vella,431797.28513557045,5,﻿75990352709,,True,1,,,2,222,L'Aquàrium de Barcelona - Aspro Parks,541576,1996-09-18T00:00:00,4580908.295609506,,2023-02-28T13:29:59.522448,,37703,el Barri Gòtic,True,100002
,,,Carme,,8001,,BARCELONA,2.1667324035406557,41.38013776152318,Ciutat Vella,430324.78137465555,106,﻿96067083304,,True,1,,,1,223,Casa - Fàbrica Erasme de Gònima,67307,1996-03-07T00:00:00,4581292.292561028,,2022-09-17T05:19:25.047448,,,el Raval,,
,,E-mail,Parc Ciutadella,Informació d'interès,8003,zoobarcelona@bsmsa.cat,BARCELONA,2.1871870138081793,41.386153673583415,Ciutat Vella,432041.4105524885,,﻿61171409,,True,1,,,4,224,Zoo de Barcelona,246259,2000-03-01T00:00:00,4581943.9265508605,,2023-02-28T14:21:31.703003,,33246,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,E-mail,Passeig de Santa Madrona,Informació d'interès,8038,museuetnologic@bcn.cat,Barcelona,2.156001328720349,41.36909366060918,Sants-Montjuïc,429415.5354705268,16,﻿92086000174,,True,3,,,11,225,Museu Etnològic i de Cultures del Món *Parc Montjuïc,316809,1984-05-30T00:00:00,4580074.878257027,,2023-03-27T11:03:51.296250,,39359,el Poble-sec,True,100002
,,E-mail,C Pere Vergés,Informació d'interès,8020,info@fdc.cat,BARCELONA,2.208969599145994,41.422795203724164,Sant Martí,433899.79469154455,1,﻿1260145023,,True,10,,,73,226,Fundacio Privada Desenvolupament Comunitari,700957,2001-09-17T00:00:00,4585994.966411525,,2023-02-23T14:16:06.845885,,33945,la Verneda i la Pau,True,100002
,,E-mail,Av Sant Ramon Nonat,Informació d'interès,8028,santramon171@arqbcn.cat,BARCELONA,2.1170928190224396,41.37603719947376,Les Corts,426169.39686722937,1,﻿92086001860,,True,4,,,20,227,Parròquia de Sant Ramon Nonat,310507,1984-05-30T00:00:00,4580878.150721396,,2022-09-17T03:49:26.536178,,39788,la Maternitat i Sant Ramon,True,100002
,1,,Plaça de la Mercè,,8002,,Barcelona,2.1795617635934748,41.37939878522798,Ciutat Vella,431396.765,1,﻿99400697178,,True,1,,,2,228,Plaça de la Mercè,209401,2022-09-01T14:32:58.654841,4581200.018,,2022-09-21T11:59:03.174486,,,el Barri Gòtic,,
,,Web,Plaça del Portal de la Pau,Informació d'interès,8001,https://www.barcelonaturisme.com/wv3/ca/page/457/mirador-de-colom.html?,Barcelona,2.1760573876381613,41.375981756802304,Ciutat Vella,431100.12793211296,1,﻿92086011713,,True,1,,,1,229,Monument a Cristòfol Colom,269108,1985-03-25T00:00:00,4580823.445296411,,2023-02-16T14:30:35.820427,,74127,el Raval,True,100003
,,E-mail,Via Augusta,Informació d'interès,8006,santateresa221@arqbcn.org,BARCELONA,2.151808582444108,41.40051175642841,Gràcia,429099.02781324345,68,﻿92086003029,,True,6,,,31,231,Parròquia de Santa Teresa de l'Infant Jesús,28000,1984-05-30T00:00:00,4583566.290118899,,2022-09-17T03:52:49.579435,,39811,la Vila de Gràcia,True,100002
,,E-mail,Carrer de Sant Antoni Maria Claret,Informació d'interès,8025,visites@fundaciosantpau.cat,Barcelona,2.1757600481895056,41.41241647123583,Horta-Guinardó,431113.7429716268,167,﻿92086008873,,True,7,,,35,232,Sant Pau Recinte Modernista,297001,1984-12-10T00:00:00,4584868.611835484,,2022-10-03T17:33:30.060631,,40587,el Guinardó,True,100002
,,E-mail,Av Diagonal,Informació d'interès,8008,casessingulars@casessingulars.com (reserves per a grups),BARCELONA,2.1613396001868517,41.396775817125445,Eixample,429891.72519939573,373,﻿92086008878,,True,2,,,7,233,Palau del Baró de Quadras,144601,1984-12-10T00:00:00,4583143.7744054645,,2022-09-17T04:05:50.209942,,40407,la Dreta de l'Eixample,True,100002
,,Web,Av Diagonal,Informació d'interès,8034,https://link.bcn.cat/cEjdPdP,BARCELONA,2.1184352989192647,41.38654937434819,Les Corts,426293.53040473606,686,﻿92086010494,,True,4,,,21,234,Jardins del Palau de Pedralbes,144601,1990-03-12T00:00:00,4582044.054369566,,2023-02-16T09:52:35.860903,,74057,Pedralbes,True,100003
,,E-mail,Plaça de Lesseps,Informació d'interès,8023,b.barcelona.jf@diba.cat,Barcelona,2.149775202551298,41.40749096939712,Gràcia,428936.65922686737,20,﻿99400143851,,True,6,,,28,235,Biblioteca Jaume Fuster,123408,2005-09-29T13:44:43,4584342.780512195,,2023-03-14T14:11:21.343987,,50757,Vallcarca i els Penitents,True,100002
,,E-mail,C Mirador Palau Nacional,Informació d'interès,8004,info@museunacional.cat,BARCELONA,2.1533812278994167,41.368885103834,Sants-Montjuïc,429196.1856084345,6,﻿94320113711,,True,3,,,11,236,Museu Nacional d'Art de Catalunya,700068,1994-11-16T00:00:00,4580053.861416355,,2023-03-23T12:04:38.691177,,44920,el Poble-sec,True,100002
,,Any construcció,Av Diagonal,Variables,8018,2004,BARCELONA,2.1898150096284694,41.40347629324701,Sant Martí,432279.1198551179,209,﻿99400077221,,True,10,,,66,237,Torre Glòries,144601,2004-03-19T09:40:20,4583865.000857265,,2022-09-19T07:39:41.767633,,333343,el Parc i la Llacuna del Poblenou,False,21
,,E-mail,Av Pedralbes,Informació d'interès,8034,esade@esade.edu,BARCELONA,2.11450041725389,41.39374137478776,Les Corts,425972.6963469717,60,﻿92086010664,,True,4,,,21,238,Escola Superior d'Administració i Direcció d'Empreses - URL,359200,1987-10-07T00:00:00,4582845.855476461,,2023-02-01T16:52:24.292120,,40717,Pedralbes,True,100002
,,E-mail,Av República Argentina,Informació d'interès,8023,info.refugi@refugidobreres.cat,BARCELONA,2.1482112139978766,41.40830297314985,Gràcia,428806.82346871274,16,﻿75990106696,,True,6,,,28,240,Residència Assistencial per a Gent Gran Refugi d'Obreres,279600,1996-09-18T00:00:00,4584434.212593329,,2023-02-28T13:36:39.033026,,35974,Vallcarca i els Penitents,True,100002
,,E-mail,Pg Minici Natal,Informació d'interès,8038,inmobiliario.cat@telefonica.com,BARCELONA,2.1516565451460616,41.36478660504145,Sants-Montjuïc,429047.49415036454,8,﻿92086038778,,True,3,,,11,241,Torre Montjuïc Calatrava,162807,1992-03-25T00:00:00,4579600.2638144335,,2023-02-28T14:01:21.280297,,43528,el Poble-sec,True,100002
,,E-mail,C Santa Coloma,Informació d'interès,8030,info@uesantandreu.cat,BARCELONA,2.1930944831499715,41.428896922388276,Sant Andreu,432579.53737178794,39,﻿92168152324,,True,9,,,60,242,Camp Municipal Futbol Narcís Sala,313902,1987-11-09T00:00:00,4586684.613430161,,2022-09-17T04:51:21.470908,,43292,Sant Andreu,True,100002
,,E-mail,Plaça de Sant Iu,Informació d'interès,8002,museumares@bcn.cat,Barcelona,2.17695685162379,41.38420549734736,Ciutat Vella,431184.0139297747,5,﻿92086001132,,True,1,,,2,243,Museu Frederic Marès,303454,1984-05-30T00:00:00,4581735.716409316,,2023-03-24T14:27:35.466606,,39836,el Barri Gòtic,True,100002
,2,Web,Carrer d'Aragó,Informació d'interès,8015,https://link.bcn.cat/cPdJM,Barcelona,2.147333595888801,41.37883814100107,Eixample,428701.2793742,2,﻿92086012013,,True,2,,,9,244,Parc de Joan Miró,18505,1985-05-07T00:00:00,4581163.7878957195,,2023-02-16T09:52:31.395410,,73848,la Nova Esquerra de l'Eixample,True,100003
,,E-mail,C Rector Voltà,Informació d'interès,8034,santvicenc@parroquiasarria.net,BARCELONA,2.121111403839136,41.39948172834851,Sarrià-Sant Gervasi,426531.8417752807,5,﻿92086005254,,True,5,,,23,245,Parròquia de Sant Vicenç de Sarrià,246907,1985-02-12T00:00:00,4583477.515436788,,2022-09-17T03:59:12.537461,,40064,Sarrià,True,100002
,,E-mail,Via Augusta,Informació d'interès,8017,secretaria@iqs.edu,BARCELONA,2.1194605457742597,41.40379591152729,Sarrià-Sant Gervasi,426398.70996375964,390,﻿92086005269,,True,5,,,23,246,Institut Químic de Sarrià - Campus Sarrià - IQS,28000,1987-10-27T00:00:00,4583957.872722917,,2023-02-10T12:00:53.452719,,40104,Sarrià,True,100002
,,Facebook,Passeig de Valldaura,Informació d'interès,8042,https://www.facebook.com/MercatdelaGuineueta,Barcelona,2.170245672758619,41.43865254771624,Nou Barris,430680.7835760518,186,﻿92086009779,,True,8,,,48,247,Mercat de la Guineueta,351901,1985-01-17T00:00:00,4587785.720318845,,2023-03-02T12:21:17.394736,,457251,la Guineueta,False,100005
,,Facebook,Pl Mercat,Informació d'interès,8018,https://www.facebook.com/mercatdelclot/,BARCELONA,2.1886443723650215,41.40761694241932,Sant Martí,432185.5746711287,26,﻿92086009788,,True,10,,,65,248,Mercat del Clot,209004,1985-01-17T00:00:00,4584325.60634667,,2023-03-30T08:33:49.660854,,457315,el Clot,False,100005
,,Facebook,Pl Unió,Informació d'interès,8005,https://www.facebook.com/mercatpoblenou,BARCELONA,2.2054291963991535,41.40102174848232,Sant Martí,433581.77325563296,25,﻿92086009791,,True,10,,,68,249,Mercat del Poblenou - Unió,349003,1985-01-17T00:00:00,4583580.411891241,,2023-03-30T08:41:42.155114,,482055,el Poblenou,False,100005
,,Any construcció,Pg Lluís Companys,Variables,8003,1888,BARCELONA,2.1807039051520003,41.39108086341498,Ciutat Vella,431504.5306590743,15,﻿92086008803,,True,1,,,4,250,Monument Arc de Triomf de Barcelona,359109,1984-12-07T00:00:00,4582496.040055189,,2021-09-09T02:13:43.575730,,303441,"Sant Pere, Santa Caterina i la Ribera",False,21
,,E-mail,C Bellesguard,Informació d'interès,8022,reserva@bellesguardgaudi.com,BARCELONA,2.126832670465789,41.40916538840938,Sarrià-Sant Gervasi,427020.935791098,16,﻿92086008813,,True,5,,,25,251,Torre Bellesguard  Gaudí - Casa Figueres,38105,1984-12-07T00:00:00,4584547.749105636,,2023-01-18T14:24:59.860011,,40508,Sant Gervasi - la Bonanova,True,100002
,,E-mail,Carrer de Batista,Informació d'interès,8005,espaisubirachs@gmail.com,Barcelona,2.199893955698491,41.404152690531006,Sant Martí,433122.2886501361,6,﻿99400504584,,True,10,,,68,252,Espai Subirachs - Poblenou,36507,2017-05-17T14:57:15,4583932.26336905,,2022-05-31T14:13:11.035673,,59607,el Poblenou,True,100002
,,,Camí Finestrelles,,8034,,BARCELONA,2.1013080275694787,41.387166453237064,Les Corts,424862.23729886056,2,﻿99400477501,,True,4,,,21,253,"El camí de Finestrelles, i el mirador",125709,2017-02-08T15:19:55,4582127.271242468,,2021-09-09T02:16:24.510968,,,Pedralbes,,
,,,Pg Sant Gervasi,,8022,,BARCELONA,2.1338555488054234,41.40714994709702,Sarrià-Sant Gervasi,427605.67416091834,1,﻿99400477533,,True,5,,,25,254,El passeig de Sant Gervasi,302000,2017-02-09T10:14:36,4584318.10347055,,2021-09-09T02:16:36.910864,,,Sant Gervasi - la Bonanova,,
,,,C Isaac Newton,,8022,,BARCELONA,2.1305194357974724,41.41314852899548,Sarrià-Sant Gervasi,427333.51666020486,28,﻿99400477539,,True,5,,,25,255,El Submarí de la Ronda,701629,2017-02-09T10:32:54,4584986.853891715,,2021-09-09T02:16:32.124554,,,Sant Gervasi - la Bonanova,,
,,,C Mare de Déu de la Salut,,8024,,BARCELONA,2.15710983691872,41.41154995474911,Gràcia,429554.0921362488,55,﻿99400477365,,True,6,,,30,359,Ermita de la Mare de Déu de la Salut,366002,2017-02-07T14:24:48,4584787.413305935,,2021-09-09T02:16:06.755810,,,la Salut,,
,,Tel.,Vidre,Telèfons,8002,933180512,BARCELONA,2.175034436574318,41.38070755674348,Ciutat Vella,431019.5796076379,1,﻿90125004950,,True,1,,,2,256,Herboristeria del Rei,360200,1992-05-04T00:00:00,4581348.909150916,,2021-09-09T02:13:38.166481,,157762,el Barri Gòtic,True,20001
,,,Pl Major de Nou Barris,,8042,,BARCELONA,2.1712296246319656,41.4368445525108,Nou Barris,430761.06383847794,1,﻿99400391135,,True,8,,,48,257,L'Aqüeducte del Parc Central de Nou Barris,701639,2015-07-08T14:30:17,4587584.210298242,,2021-09-09T02:15:27.366356,,,la Guineueta,,
,,E-mail,C Camèlies,Informació d'interès,8024,info@nouhospitalevangelic.com,BARCELONA,2.1589187127071603,41.41110327599354,Gràcia,429704.79168325686,15,﻿75990353777,,True,6,,,30,258,Nou Hospital Evangèlic,56504,1996-09-18T00:00:00,4584736.353835115,,2023-02-27T15:59:01.104498,,37719,la Salut,True,100002
,,E-mail,C Bruc,Informació d'interès,8009,conservatori@cmmb.cat,BARCELONA,2.1680371208078073,41.39590030798757,Eixample,430450.6797890641,110,﻿92086009589,,True,2,,,7,259,Conservatori Municipal de Música de Barcelona,49509,1989-05-22T00:00:00,4583041.1785217095,,2023-02-15T12:51:47.877924,,40149,la Dreta de l'Eixample,True,100002
,,Tel.,Saldes,Telèfons,8035,934170515,BARCELONA,2.1365982986152545,41.427982136658734,Horta-Guinardó,427857.9792149769,3,﻿92086009606,,True,7,,,39,260,Cementiri Sant Genís,293408,1985-03-28T00:00:00,4586628.587002354,,2022-09-30T11:29:32.694534,,162054,Sant Genís dels Agudells,True,20001
,,E-mail,Moll Espanya,Informació d'interès,8039,info@rcnb.com,BARCELONA,2.1830264347318584,41.37723872429205,Ciutat Vella,431684.2152250774,1,﻿92086015838,,True,1,,,2,261,Reial Club Nàutic de Barcelona,541576,1986-07-10T00:00:00,4580957.475106608,,2023-03-01T10:11:50.077539,,41387,el Barri Gòtic,True,100002
,,E-mail,C Monlau,Informació d'interès,8027,info@monlau.com,BARCELONA,2.1906007422317457,41.42299752907012,Sant Andreu,432365.0505849587,2,﻿75990089052,,True,9,,,61,262,Centre Educatiu Monlau,216509,1996-09-18T00:00:00,4586031.612751043,,2023-02-28T13:37:21.676794,,35790,la Sagrera,True,100002
,,E-mail,Carrer del Doctor Carulla,Informació d'interès,8017,b.barcelona.cl@diba.cat,Barcelona,2.1294738021393327,41.39994044899448,Sarrià-Sant Gervasi,427231.39096885273,22,﻿99329122806,,True,5,,,24,263,Biblioteca Clarà,101405,1999-11-25T00:00:00,4583521.384160167,,2023-03-15T10:04:23.797004,,47417,les Tres Torres,True,100002
,,,C Venus,,8012,,BARCELONA,2.1622755265173805,41.3996059970396,Gràcia,429973.00334436796,8,﻿99400477369,,True,6,,,31,360,Fàbrica Artés,356508,2017-02-07T15:54:32,4583457.220364841,,2021-09-09T02:16:08.730954,,,la Vila de Gràcia,,
,,E-mail,C Palau de la Música,Informació d'interès,8003,taquilles@palaumusica.cat,BARCELONA,2.1751754135417323,41.387363102912964,Ciutat Vella,431038.40027322125,2,﻿92086009102,,True,1,,,4,264,Palau de la Música Catalana,301506,1988-07-11T00:00:00,4582087.684944939,,2023-02-16T13:02:06.452245,,40146,"Sant Pere, Santa Caterina i la Ribera",True,100002
,,E-mail,Av Rio de Janeiro,Informació d'interès,8016,info@barcelona.uned.es,BARCELONA,2.180455235272232,41.436465720098404,Nou Barris,431531.4183728761,56,﻿99400291439,,True,8,,,45,265,Universitat Nacional d'Educació a Distància *Barcelona,282650,2012-04-23T13:59:46,4587534.814936169,,2022-09-17T07:47:49.945293,,55594,Porta,True,100002
,,Arquitecte(s),C Gomis,Variables,8023,Antoni Vila Palmés,BARCELONA,2.1432697424292484,41.41181800039176,Gràcia,428397.6673591357,2,﻿99400386856,,True,6,,,28,266,Viaducte de Vallcarca,147508,2015-05-19T14:11:52,4584828.5206623245,,2021-09-09T02:14:16.831784,,353110,Vallcarca i els Penitents,False,50
,5,E-mail,Rambla de la Muntanya,Informació d'interès,8041,info@eixmaragall.com,Barcelona,2.1784702505689153,41.42197707927703,Horta-Guinardó,431350.32,5,﻿67140908,,True,7,,,35,267,Associació Eix Comercial de Maragall,217206,2000-03-07T00:00:00,4585927.869,,2023-03-09T14:20:45.416684,,33439,el Guinardó,True,100002
,,,Pl Fossar de les Moreres,,8003,,BARCELONA,2.182415163172454,41.383653865710876,Ciutat Vella,431639.81851196935,1,﻿99400386857,,True,1,,,4,268,Fossar de les Moreres,132307,2015-05-19T14:42:46,4581670.155141611,,2022-09-17T08:19:08.660488,,,"Sant Pere, Santa Caterina i la Ribera",,
,,,C Gran de Gràcia,,8012,,BARCELONA,2.1548570322157654,41.40028269384311,Gràcia,429353.60434563516,77,﻿99400477278,,True,6,,,31,269,Casa Francesc Cama,206403,2017-02-06T14:04:35,4583538.369444504,,2022-09-17T08:50:45.444383,,,la Vila de Gràcia,,
,,,C Torrijos,,8012,,BARCELONA,2.1596123951981183,41.40275219893523,Gràcia,429753.77340113104,14,﻿99400477326,,True,6,,,31,270,Casa Madurell,341908,2017-02-07T09:45:43,4583808.663891615,,2022-09-17T08:50:49.738690,,,la Vila de Gràcia,,
,,Arquitecte(s),C Astúries,Variables,8012,Lluís de Miquel i Roca,BARCELONA,2.155505247349864,41.40416890235721,Gràcia,429411.99568792037,65,﻿99400477340,,True,6,,,31,271,Casa Vilabella,27302,2017-02-07T11:18:02,4583969.283253999,,2022-09-17T08:50:57.145086,,356923,la Vila de Gràcia,False,50
,,,C Aviador Ruiz de Alda,,8038,,BARCELONA,2.14102627404691,41.360594861404536,Sants-Montjuïc,428153.79594160616,28,﻿99400477471,,True,3,,,13,290,El barri Plus Ultra,29002,2017-02-08T12:42:55,4579143.659084854,,2021-09-09T02:16:23.548121,,,la Marina de Port,,
,,E-mail,C Lleida,Informació d'interès,8004,espaibombers@bcn.cat,BARCELONA,2.154566177208794,41.37369595375425,Sants-Montjuïc,429300.4944818224,30,﻿99400469463,,True,3,,,11,272,Espai Bombers Parc de la Prevenció de Barcelona,178400,2016-11-15T12:52:43,4580586.98623315,,2023-02-08T13:06:08.698902,,58794,el Poble-sec,True,100002
,,E-mail,Carrer dels Esports,Informació d'interès,8017,cancaralleu@cancaralleu.cat,Barcelona,2.1105047906383008,41.40098699374352,Sarrià-Sant Gervasi,425646.9193343908,2,﻿92086010504,,True,5,,,23,273,Centre Esportiu Municipal Can Caralleu,98854,1989-10-09T00:00:00,4583653.677525185,,2023-02-16T09:52:35.708805,,40842,Sarrià,True,100002
,,Tel.,Av Diagonal,Telèfons,8006,934160963,BARCELONA,2.1581534123611474,41.39646355499734,Gràcia,429625.03479761403,450,﻿92086009693,,True,6,,,31,274,Església de Nostra Senyora de Pompeia,144601,1985-01-15T00:00:00,4583111.690663044,,2022-09-17T04:09:26.578068,,161957,la Vila de Gràcia,True,20001
,,Arquitecte(s),Pg Gràcia,Variables,8007,Enric Sagnier i Villavecchia,BARCELONA,2.1701506816093343,41.388385084056864,Eixample,430619.37732210173,2,﻿99400390986,,True,2,,,7,275,Cases Pascual i Pons,148307,2015-07-07T13:25:03,4582205.154712962,,2022-09-17T08:22:15.015447,,353229,la Dreta de l'Eixample,False,50
,,,Ptge Mallofré,,8034,,BARCELONA,2.1219274312321996,41.39853989512908,Sarrià-Sant Gervasi,426598.9961457546,2,﻿99400391025,,True,5,,,23,276,El passatge de Mallofré,191044,2015-07-07T15:00:18,4583372.262477997,,2021-09-09T02:15:15.935498,,,Sarrià,,
,,,Pl Sant Vicenç de Sarrià,,8017,,BARCELONA,2.124081785024859,41.39722392491163,Sarrià-Sant Gervasi,426777.6104424373,1,﻿99400391050,,True,5,,,23,277,La plaça de Sant Vicenç,311601,2015-07-08T08:59:31,4583224.341959574,,2021-09-09T02:15:15.152654,,,Sarrià,,
,,,Pl Rovira i Trias,,8024,,BARCELONA,2.1586080411699586,41.40746803755208,Gràcia,429674.9060577895,3,﻿99400391057,,True,6,,,31,278,Plaça de Rovira i Trias,290206,2015-07-08T09:33:41,4584333.02576162,,2021-09-09T02:15:23.199420,,,la Vila de Gràcia,,
,,,Pl Revolució de Setembre 1868,,8012,,BARCELONA,2.158258723259312,41.40283072894955,Gràcia,429640.7064975593,4,﻿99400391061,,True,6,,,31,279,Plaça de la Revolució,348805,2015-07-08T09:51:04,4583818.48077237,,2021-09-09T02:15:19.929600,,,la Vila de Gràcia,,
,,E-mail,C Sant Quintí,Informació d'interès,8026,comercial@educames.eu,BARCELONA,2.179570364707956,41.412523988936215,Sant Martí,431432.3078758349,12,﻿99400488610,,True,10,,,64,280,Educa +,310008,2017-04-03T16:54:23,4584877.524813311,,2021-09-09T03:19:24.229152,,59408,el Camp de l'Arpa del Clot,True,100002
,,E-mail,C Garbí,Informació d'interès,8033,casadelaiguadt8@bcn.cat,BARCELONA,2.188036804130217,41.45296545224615,Nou Barris,432182.0066917208,2,﻿99400407405,,True,8,,,53,281,La Casa de l'Aigua,139907,2015-12-01T13:01:15,4589360.638285403,,2022-09-24T10:06:39.635548,,58034,la Trinitat Nova,True,100002
,,Any construcció,C Casp,Variables,8010,1900,BARCELONA,2.1708556704360626,41.38934938466775,Eixample,430679.34371728153,22,﻿99400390924,,True,2,,,7,282,Casa Llorenç Camprubí,71600,2015-07-07T11:07:02,4582311.645686174,,2022-09-17T08:22:00.607496,,353205,la Dreta de l'Eixample,False,21
,,Web,C Girona,Informació d'interès,8009,https://rutadelsemblematics.cat/barcelona-forn-sarret.html,BARCELONA,2.1710520735754435,41.39477841624774,Eixample,430701.53037753666,73,﻿99400390943,,True,2,,,7,283,Forn Sarret,145003,2015-07-07T11:38:26,4582914.211811815,,2023-01-11T13:28:22.981867,,96399,la Dreta de l'Eixample,True,100003
,,,Rbla Catalunya,,8007,,BARCELONA,2.164071911206961,41.39086396941241,Eixample,430113.8041781535,54,﻿99400390960,,True,2,,,7,284,Casa Dolors Calm,74506,2015-07-07T12:07:55,4582485.241875964,,2021-09-09T02:15:07.722085,,,la Dreta de l'Eixample,,
,,Arquitecte(s),Rbla Catalunya,Variables,8008,Salvador Viñals Sabaté,BARCELONA,2.1620196660786224,41.392360953618585,Eixample,429943.8357951747,78,﻿99400390964,,True,2,,,7,285,Casa Juncosa,74506,2015-07-07T12:17:13,4582653.09220315,,2022-09-17T08:22:11.424636,,353221,la Dreta de l'Eixample,False,50
